NIMG ZLENS SIGMA ZSRC MAGH APMAG_H IMSEP EPSILON PHI KAPPA THETA XSRC YSRC TYP LENSID TIER DELAY MAG XIMG YIMG
2 0.353 149.6236 0.858928 24.76 23.86889 0.6817109 0.4362645 -15.68306 0.05047152 -75.20467 -0.08727181 0.06721325 2 433559 MEDIUM 6.2663,0.0 -1.1320247184958674,-0.8911120882395678 0.08144808,-0.3938289 -0.2299374,0.2587767
4 1.176 66.22165 2.287081 25.82 23.41892 0.08208801 0.2282717 26.20816 0.02881786 121.5075 -4.736981e-05 0.001208624 1 1993668 MEDIUM 0.05530674,0.02562145,0.01149914,0.0 -1.9781203271270076,-2.53046534617041,-2.607873996298954,-2.401080138942993 0.01372813,-0.02095766,-0.04191985,0.03422701 -0.03738204,0.0365967,-0.004921708,0.02573928
2 0.387 161.4359 1.321004 24.86 23.88743 0.9438783 0.3746016 169.9738 0.04068515 -133.6364 0.1411076 0.03285693 1 930213 MEDIUM 10.3405,0.0 -1.245315451946713,-0.9725748124929323 -0.2554057,0.6340252 -0.225828,0.09011356
4 0.799 227.5097 1.449784 26.16 24.01321 1.050075 0.16929 -106.0097 0.04347303 -49.59175 0.00941736 0.02298713 3 1078818 MEDIUM 5.336932,8.18376,0.0,5.869884 -2.9468310201393026,-2.146794638416632,-2.090222629851963,-2.752562350881737 0.2009536,-0.4451861,0.01150477,0.4761012 -0.478628,-0.1718787,0.5542156,-0.1869965
2 0.452 236.592 1.275045 26.32 24.04054 1.585397 0.2246534 -71.97505 0.04811389 -172.5448 0.03644517 -0.01464246 5 878914 MEDIUM 0.0,8.292679 -2.3986897472328064,-2.2794642059734076 0.6708813,-0.8438461 -0.6616575,-0.1935936
2 0.774 128.5287 2.96696 25.34 24.57094 0.5878401 0.2831469 6.693957 0.05860631 -155.759 -0.1275731 -0.006406249 2 2630110 MEDIUM 0.0,10.5251 -0.7690614893075494,-0.9687677640248908 -0.4270469,0.1590824 -0.06184326,-0.01702787
4 0.676 162.9296 2.040433 26.27 24.54506 0.7739389 0.09461303 16.38398 0.08100219 -13.12448 0.01576023 -0.03968659 2 1733926 MEDIUM 0.0,5.734959,2.106799,2.080846 -1.7249363333588377,-1.1427892065628225,-3.2055296635923503,-3.2044207927304136 0.4286829,-0.03378154,-0.229707,-0.3444311 -0.2024946,0.336344,-0.3370989,-0.2382172
4 1.016 259.4179 2.028296 24.86 23.89919 1.418957 0.5003478 130.6228 0.05132762 -120.9138 -0.05589468 0.003934764 2 1722953 MEDIUM 13.31792,23.80617,37.66714,0.0 -1.4875924844472226,-0.9608082526338109,-0.5165479994951309,-1.2508118120486513 0.2419501,-0.4718569,0.4823193,-0.530167 -0.65578,-0.4616657,0.3012865,0.5347129
2 1.427 251.7677 1.857651 25.32 24.5966 0.5278044 0.295932 -155.9619 0.1203265 -41.4728 0.09241734 0.03695472 1 1538547 MEDIUM 44.97065,0.0 -0.7234037258285203,-1.122356804857148 -0.1409822,0.3709933 -0.09111157,0.03717919
2 1.641 250.6109 2.170851 24.89 23.91653 0.5318136 0.2180704 -101.6858 0.08626471 -92.45654 -0.02695939 -0.06014689 1 1874895 MEDIUM 0.0,37.62502 -0.9734716742762429,-1.1274408184778226 -0.0839591,0.1744833 -0.3604074,0.1043863
2 0.373 89.74288 1.43513 26.08 24.5156 0.2991704 0.1717691 -127.1393 0.02076894 75.0973 -0.009178738 -0.01673956 3 1059202 MEDIUM 0.0,0.4009223 -1.5644023042070219,-2.7846595893258335 -0.08899564,-0.02099034 -0.1546407,0.136698
4 0.375 179.0606 1.751098 25.08 23.91985 1.283717 0.4849896 -167.6295 0.0667718 -20.17457 -0.01059246 0.1577207 2 1415072 MEDIUM 12.38647,0.0,0.04683266,2.068849 0.37333311260143026,-1.1922047312744684,-1.2690376368488987,-1.1601476591861464 0.04797547,-0.6887906,0.5917652,-0.09269841 -0.3778258,0.3443018,0.4343344,0.6787976
4 1.153 144.2115 1.611696 25.14 24.64179 0.2686578 0.4884349 109.1166 0.08292142 -41.15341 -0.003481608 0.01722346 2 1263492 MEDIUM 2.418056,3.520691,3.121993,0.0 -1.2749478014250324,-0.3318192026111422,-0.49821314988202753,-0.8245082570122448 0.06791217,-0.07046188,0.09836676,-0.06584519 -0.0959389,-0.05570523,0.01779304,0.1370546
2 1.406 105.4387 2.903993 25.13 24.59788 0.2051913 0.2996801 -21.0575 0.04733767 -122.3382 0.007534066 0.02544072 2 2578095 MEDIUM 1.997165,0.0 -0.532117678017167,-2.8068565298681647 -0.02176702,0.04998905 -0.07166158,0.1205741
4 1.298 182.81 2.293662 26.69 24.53926 0.5920946 0.2023759 -76.84669 0.05250913 -109.2986 0.0002598247 -0.03727312 2 2000717 MEDIUM 0.0,9.212841,8.835497,9.142715 -1.3591794676549462,-2.1507385341796716,-2.8781479843301607,-2.2871098008904602 -0.00695572,0.1931148,0.0006366439,-0.1842247 -0.3349715,0.1604447,0.2570744,0.160057
2 0.59 236.0478 4.965543 24.82 24.77013 2.282454 0.3340691 -98.64291 0.04908822 -27.06473 0.352113 -0.3636774 5 3957374 MEDIUM 0.0,105.9669 -1.084585733696076,-0.04986774119394092 0.964801,-0.5281153 -1.389703,0.3367954
2 1.335 241.5461 1.762124 24.54 24.39822 0.5219377 0.3788636 51.98134 0.07911751 112.1738 0.04033095 -0.08078955 2 1432487 MEDIUM 0.0,38.51791 -1.1118856018867371,-0.1417829653329763 0.05644129,-0.111839 -0.3709129,0.1231527
2 0.341 184.5015 1.229996 25.62 24.50471 1.21901 0.1819362 142.7226 0.02586212 86.58057 -0.1479582 0.01179894 2 827377 MEDIUM 11.56599,0.0 -1.1152904551771468,-1.5982083484145424 0.4703455,-0.7380165 0.08126112,0.2420334
2 0.358 111.4295 0.7506725 24.32 24.31348 0.3335022 0.1396804 -44.15888 0.04410268 -21.61221 -0.07354398 -0.02121109 1 331002 MEDIUM 0.0,2.276545 -1.1634314722226629,-0.006517616036676371 -0.2484785,0.08121451 -0.01480578,0.03545562
4 0.208 159.2209 2.126768 24.84 23.27925 1.331989 0.2638023 -179.7821 0.05492764 149.9588 0.08957388 -0.004373988 5 1822548 MEDIUM 3.869269,0.0,3.614933,3.466395 -1.5607532069224619,-1.2117021364110276,-1.9064552328347322,-2.4140090639092273 -0.3363914,0.7501748,-0.2382749,-0.5439104 -0.4027739,-0.1193547,0.5061799,0.1961401
2 1.184 128.5287 2.320117 24.51 23.11595 0.2926892 0.2467216 43.2276 0.02677912 -91.21491 -0.003244155 -0.02090737 2 2027198 MEDIUM 0.0,2.580685 -1.490058345316009,-1.3940530858720614 -0.07914015,-0.05955189 -0.169303,0.1227299
4 0.611 182.81 1.349024 25.1 23.76905 0.7577652 0.435139 -114.1828 0.04565233 61.72611 0.1185178 -0.07104297 1 963599 MEDIUM 0.0,16.40587,1.541757,1.943816 -1.3309459490331257,0.48976340746230146,-1.8014718825349778,-1.8345652377845443 0.129924,-0.2075178,0.4895478,0.4758944 -0.5172521,0.1061258,0.1497403,-0.1401789
2 0.756 219.786 1.330307 24.34 24.4847 0.9445981 0.4396135 172.8674 0.05790037 87.83132 0.3121118 0.007113723 2 943397 MEDIUM 67.66386,0.0 0.14469786082630046,-0.729271066332769 -0.1758604,0.768715 -0.02338962,-0.01683809
2 0.958 136.1445 3.030942 26.01 24.68331 0.5168176 0.2327708 -38.988 0.02450841 -64.16841 -0.02628305 0.03396451 1 2685322 MEDIUM 4.691845,0.0 -2.02984710783585,-1.326694818487646 -0.007897275,-0.2150918 -0.2308389,0.2426279
4 0.258 254.0973 1.648517 25.29 24.46586 3.132682 0.4249401 -50.17294 0.03071146 -30.36122 -0.08230182 -0.01337514 2 1299899 MEDIUM 5.694065,15.83403,22.6448,0.0 -1.3173258567919286,-0.8241352717498991,-0.4743376105181982,-1.165132034286909 0.8715268,-0.9086255,0.9254432,-1.253383 -1.256998,-0.9487959,0.7320199,1.04484
4 0.605 194.536 1.857651 24.63 21.56301 1.134323 0.2221667 -27.17745 0.02184317 -64.03639 -0.0552087 -0.08021501 2 1535004 MEDIUM 0.04175698,13.06135,0.0,0.14606 -3.1533641857784938,-0.8528490466300704,-3.0669893615241306,-3.701511552892457 -0.02157838,0.2578442,-0.6013943,-0.3434408 -0.6719472,0.3937645,-0.2754873,-0.5680805
