NIMG ZLENS SIGMA ZSRC MAGH APMAG_H IMSEP EPSILON PHI KAPPA THETA XSRC YSRC TYP LENSID TIER DELAY MAG XIMG YIMG
2 0.538 187.4995 1.029927 24.67 24.69774 0.7729154 0.01388337 79.98508 0.06377369 -84.17653 -0.1774491 0.03078518 2 610352 MEDIUM 20.25639,0.0 0.02773637098200422,-1.5766058122367734 0.2124732,-0.5317146 -0.02941966,0.1793449
2 0.618 250.0345 1.029927 25.48 24.50474 1.191915 0.3947976 93.42937 0.02689682 21.94528 -0.03291286 -0.1793329 2 610885 MEDIUM 0.0,45.67483 -0.975258314151919,-1.626754995261669 -0.09394505,0.2616491 -0.7911699,0.3464655
4 0.5 231.7395 1.029927 25.93 24.64634 1.516446 0.2528185 -126.875 0.06934435 -124.317 0.07382103 0.08332799 3 610066 MEDIUM 22.20813,23.57391,0.0,20.98552 -1.5974783761849012,-1.2836582997587573,-1.0692531388200845,-2.1410682911783563 0.2170501,-0.5691388,0.5346173,-0.313428 -0.5545334,0.0684807,0.6976807,-0.5594695
2 0.493 171.0015 1.038063 24.78 23.67341 0.7569043 0.2157597 162.8014 0.03330889 -105.4759 0.125116 -0.02238277 1 618675 MEDIUM 0.0,11.62192 -1.2769802810859596,-1.1065928817387567 0.4915731,-0.2539434 -0.1010278,0.02977414
2 0.302 198.1527 1.038063 25.14 24.44306 1.446825 0.1747574 -65.55619 0.05291759 -37.96989 0.2098803 -0.04890762 2 617144 MEDIUM 0.0,18.38934 -1.2235334299123217,-0.6969377164234978 0.8661847,-0.5065685 -0.4831314,-0.02612877
2 0.595 211.8361 1.038063 25.66 24.79834 0.8967875 0.2192233 -37.56457 0.04062363 104.1591 -0.1387806 0.04384879 2 619340 MEDIUM 24.98449,0.0 -0.8616648263296484,-1.1721984610195448 0.3099829,-0.5279807 -0.005638498,0.313806
4 0.49 205.5891 1.042144 25.04 24.4991 1.200233 0.6325825 131.9139 0.03728773 154.4244 -0.1646509 0.1333993 1 622862 MEDIUM 32.6471,0.0,30.6371,30.57848 -0.4330013758624096,-0.5408997635468303,-2.1062148060165615,-2.423928223219063 0.3401853,-0.619125,-0.01036999,0.1426343 0.08637325,0.5571397,-0.3902527,-0.3703744
2 0.162 111.9438 1.046232 24.32 24.41286 0.5665851 0.0677123 -66.5263 0.05132752 111.0942 0.08099188 0.1121315 1 624926 MEDIUM 1.920905,0.0 0.0928575794652469,-1.2588383521881552 -0.09517119,0.1723406 -0.1107738,0.388682
2 0.687 284.4461 1.046232 24.46 24.7521 1.337541 0.1912121 98.00895 0.056523 124.5882 0.2982221 -0.2217583 2 628637 MEDIUM 0.0,131.5109 -0.8590388708526235,0.29210205025565045 0.7432339,-0.2440137 -0.7733377,0.1290803
2 0.144 158.4893 1.046232 27.1 24.49831 1.197481 0.0559131 127.9435 0.03474469 -139.5119 -0.04177638 -0.01287464 3 624864 MEDIUM 0.0,1.132905 -2.601686791241315,-2.9055497023754846 -0.5903565,0.5545608 -0.2828314,0.0680588
2 0.344 189.6706 1.046232 25.35 24.36876 1.310349 0.2252792 -133.7795 0.04812651 -108.4698 -0.1623779 -0.1476154 5 626080 MEDIUM 0.0,19.26586 -0.9812420379996618,-1.346468891543151 -0.587364,0.3744284 -0.6758602,0.2140673
2 0.59 141.2538 1.050328 24.03 23.49598 0.4296002 0.6354473 -150.7967 0.03241102 117.4568 -0.1128179 -0.04659845 2 632496 MEDIUM 0.0,9.288229 -0.5340174933379426,-0.9251570829798805 -0.3042365,0.09805549 -0.1435677,0.007155615
2 0.538 174.5822 1.050328 23.81 23.45583 0.6869022 0.2845931 173.0387 0.08197825 94.66591 0.146121 0.04388973 5 632149 MEDIUM 15.06309,0.0 -0.3541746094724923,-1.3100817368992672 -0.1838125,0.4765565 -0.08778704,0.1012827
2 0.286 227.5097 1.054433 23.95 23.89448 2.059636 0.616795 127.3527 0.04319653 41.85815 -0.4431967 0.5808671 2 634479 MEDIUM 0.0,75.08464 -0.5053424487751477,-0.05551709219970845 -1.034364,0.2014375 1.387584,-0.2601097
2 0.374 277.9713 1.054433 25.91 24.71999 2.47675 0.2850036 36.98955 0.03183824 137.6837 0.164525 0.3018118 3 635118 MEDIUM 0.0,66.81607 -1.3118484928404792,-1.1900055745563716 0.9971785,-0.1550947 1.270418,-0.9219677
4 0.206 264.2409 1.054433 23.94 23.18192 3.359886 0.4734798 108.6086 0.1163713 97.17012 -0.4454955 0.1333952 5 634020 MEDIUM 25.89169,26.87971,55.59766,0.0 -1.607586413874982,-1.3409607778225772,0.5832005156525998,-0.7580830483460081 -0.6389885,-1.225536,0.8077091,-1.122763 -1.522976,-0.9317583,0.07494457,1.801899
2 0.498 230.6747 1.058546 23.77 22.68698 1.318804 0.08192133 -100.0984 0.0422306 -66.12158 0.1261192 -0.01459685 1 640690 MEDIUM 0.0,21.09132 -2.2917248251427607,-1.0830216194118356 0.7201248,-0.5415654 -0.3709833,0.01291943
2 0.235 177.0109 1.062667 23.03 23.57042 1.307857 0.203494 -160.0959 0.03386543 -66.90215 0.433972 0.03788676 2 643150 MEDIUM 21.80519,0.0 0.5404239280531845,-0.8993577845558136 -0.2298014,1.073764 -0.008423384,0.09744016
2 0.586 155.9553 1.062667 24.62 24.01357 0.4512369 0.4219418 22.78955 0.04858399 -41.58517 0.0292137 0.04707064 5 645716 MEDIUM 5.532718,0.0 -0.6064274827657837,-1.2018705144199047 -0.002687331,0.2600724 -0.1914809,0.1753599
2 0.354 114.8154 1.066797 24.01 24.48297 0.4308822 0.04911482 -163.619 0.04656544 -167.0611 0.01067181 -0.1248137 2 648366 MEDIUM 0.0,3.652773 -1.388631257890055,0.4729717412364481 0.006573786,-0.009971219 -0.3356987,0.09486578
2 0.402 272.8978 1.066797 24.78 23.96917 2.487078 0.3775047 146.8204 0.04083385 -50.40785 -0.3439839 0.2076149 2 648764 MEDIUM 0.0,86.38696 -0.8108342578482164,-1.9292216437615903 -1.401225,0.8458793 0.9770545,-0.08881651
2 0.365 119.6741 1.066797 24.93 24.17714 0.4915038 0.4219738 -139.5927 0.06733245 -78.77975 0.02907707 0.08703472 2 648451 MEDIUM 3.424827,0.0 -0.7528648420329865,-0.8749611336575598 0.01997071,0.1406025 -0.1558574,0.3206129
2 0.382 57.8096 1.066797 25.22 24.75961 0.1241147 0.4869178 -169.7211 0.0637986 168.2957 -0.03717675 -0.003461463 2 648586 MEDIUM 0.0,0.3523455 -0.5029887483278229,-0.4603886759491705 -0.1013317,0.02256633 -0.006512311,0.00081764
2 0.27 144.2115 1.066797 25.31 24.00079 0.8188617 0.2066632 -94.72415 0.03560454 127.0075 -0.01601179 -0.08974183 2 647702 MEDIUM 0.0,3.643699 -1.3092055702164738,-1.7682919093275777 -0.0101431,0.1658101 -0.519309,0.2804253
2 0.329 231.2065 1.070935 24.52 23.55963 2.009329 0.2997899 36.95423 0.05429617 -16.82349 0.3708253 0.05042425 2 652540 MEDIUM 46.64078,0.0 -0.9657586110986304,-0.9603694477336258 -0.6213077,1.380137 0.08753921,0.2653663
4 0.292 204.1738 1.075081 24.93 24.71037 1.696449 0.6241929 -93.35639 0.05839966 141.0538 0.06427297 0.04933449 1 656752 MEDIUM 3.834567,12.85112,8.72733,0.0 -1.0261226737858886,0.19544449048814014,-0.21963182480202498,-0.8929435242301015 0.2278836,-0.565007,0.6983249,0.07929039 -0.7962519,-0.03436263,-0.05806262,0.8936772
2 0.516 152.0548 1.075081 23.86 24.42183 0.6008228 0.307167 62.29778 0.01891686 -62.40025 0.01665611 -0.1943647 2 658609 MEDIUM 0.0,15.20086 -0.7773908944560527,0.5618278792617436 -0.005949208,-0.02646896 -0.5010992,0.09937304
4 0.561 118.8502 1.075081 26.04 24.79935 0.344802 0.3684093 84.49531 0.07420124 -111.4035 0.02754241 -0.008995793 4 658947 MEDIUM 0.0,0.4537913,1.653641,0.1709074 -1.2406465033960978,-1.2417676242299498,-0.055385037499561196,-1.3469440961551957 0.03813956,0.1648829,-0.1093205,0.1125567 -0.1866574,-0.01645078,0.02254386,0.1500183
2 0.278 169.0441 1.075081 25.06 24.10105 1.073829 0.3031147 56.0816 0.09081675 -37.0284 0.1374705 0.1223753 5 656655 MEDIUM 9.457009,0.0 -0.9589505225822825,-1.4373295323436097 -0.3025536,0.5157383 -0.2113354,0.484011
2 0.308 116.1449 1.079235 23.03 24.68047 0.523124 0.3670997 -129.4129 0.01534243 -107.9624 0.1951244 0.1024378 2 661471 MEDIUM 0.0,6.385375 -0.5950079340836392,1.6504693930533936 0.4005805,-0.03716079 0.2733233,-0.01310528
2 0.502 144.8772 1.079235 25.14 24.62411 0.564233 0.4972223 -176.7447 0.05460563 79.10766 -0.1620187 -0.005583385 2 662927 MEDIUM 0.0,11.06577 -0.6893463175566583,-0.5158879507981924 -0.4358622,0.1272581 -0.0400369,-0.004619603
2 0.328 248.8857 1.079235 25.52 23.81726 2.295604 0.07778636 161.1955 0.03682461 -74.02568 -0.06577883 0.1923978 2 661630 MEDIUM 28.48153,0.0 -1.9287684379712353,-1.702741573579468 0.1545872,-0.5485215 -0.9311103,1.254167
2 0.059 229.6149 1.079235 24.22 23.63284 2.879817 0.1467696 -71.11338 0.05167109 -93.41201 0.2255109 0.470864 5 660438 MEDIUM 12.2819,0.0 -0.5871558870536402,-1.1054815019680746 -0.5554975,0.4930285 -0.7090366,1.973115
2 0.366 132.4342 1.083398 25.02 24.37569 0.6409641 0.4442748 114.4459 0.09029474 -92.31237 -0.01473076 0.1189828 1 666390 MEDIUM 5.970212,0.0 -0.9259431181097535,-0.644312802662725 -0.09524004,-0.08175899 -0.1738637,0.4669586
2 0.656 205.5891 1.083398 22.83 21.68601 0.7577327 0.3121382 -157.7226 0.04281693 73.52744 0.09073933 0.02553385 2 668552 MEDIUM 16.97235,0.0 -1.552792639405003,-1.143987237962922 -0.2918834,0.4506785 0.06542295,0.2162891
2 0.454 150.3142 1.083398 24.82 23.97703 0.6402567 0.5406058 -161.8264 0.09902966 -70.67382 0.1495598 0.02944268 2 667127 MEDIUM 9.840775,0.0 -1.0810200785677004,-0.8429675452588814 -0.1824827,0.4501432 -0.002303353,0.09625137
2 0.641 239.3316 1.083398 24.83 24.74793 1.060754 0.1514187 151.3312 0.035664 -146.6664 0.05156115 -0.2355003 2 668461 MEDIUM 0.0,52.20064 -1.441443889954348,-0.0820684942163453 0.2076076,-0.03846051 -0.7375124,0.2943064
4 0.38 212.8139 1.083398 25.43 24.47405 1.676277 0.382765 -98.60267 0.05305156 93.43758 -0.02303901 -0.1090858 2 666515 MEDIUM 0.0,17.37545,16.38464,13.88175 -0.9671504064623189,-0.823675215644652,-0.9559450592263448,-1.6417795511172395 -0.1101971,0.6026827,-0.5778517,0.01342136 -0.9486543,0.1407495,0.2893446,0.7230587
2 0.657 159.2209 1.087569 24.33 24.2956 0.4579149 0.05617416 88.06707 0.04679167 149.6155 0.09422572 0.05077712 1 673197 MEDIUM 10.53724,0.0 -0.03439911812272127,-1.3946152100461418 -0.1080567,0.3107383 -0.05962862,0.1255654
2 0.228 192.3092 1.087569 24.18 24.78907 1.598297 0.4211324 15.41955 0.05204045 -52.8434 0.4987836 -0.1710264 2 670049 MEDIUM 0.0,31.5613 -0.7128064299635044,0.6090704991662659 1.304565,-0.2202307 -0.3353204,0.1437971
2 0.491 242.1029 1.087569 24.33 24.5094 1.333425 0.4797845 -141.7349 0.02523664 138.4295 0.08172059 -0.1982515 2 672061 MEDIUM 0.0,39.77945 -1.3430902998799354,0.1794027392731085 -0.2409832,-0.2588127 -0.9223276,0.4109784
2 0.714 136.1445 1.087569 25.03 24.71821 0.2861994 0.1144363 -175.6215 0.04590849 84.25394 0.06287538 0.00952856 2 673481 MEDIUM 4.91148,0.0 -0.31178700019569466,-1.3078421415845725 -0.08110103,0.1999316 -0.010935,0.04320119
4 0.266 207.9697 1.087569 26.42 24.74896 1.842835 0.4172256 121.0273 0.03081437 71.0103 -0.09180247 0.1654669 3 670278 MEDIUM 0.0,15.8619,15.55603,16.21278 -0.9875856504966798,-1.8997125328839584,-2.563712181035078,-1.6710430737450817 -0.4838295,-0.3036408,0.22935,0.6894447 0.9996188,-0.6693448,-0.6996212,-0.1349642
2 0.598 191.4256 1.087569 23.49 24.17891 0.7557659 0.3701234 151.2932 0.05530457 76.03651 -0.06748061 -0.1932045 5 672841 MEDIUM 0.0,26.90976 -1.4016641939059415,0.688911544828035 -0.09445997,0.06449374 -0.5907571,0.1481041
2 0.592 125.0259 1.091748 24.88 24.32831 0.3603928 0.5918176 -87.49686 0.02696828 -157.1935 -0.00663291 0.1005455 1 677301 MEDIUM 6.082586,0.0 -1.0565886656944716,-0.5516853329654312 0.01369948,-0.007681213 -0.08039674,0.2793613
2 0.289 269.7739 1.091748 25.55 24.63543 2.669977 0.101056 -76.94894 0.09178128 4.238126 -0.1539609 0.3047652 5 674935 MEDIUM 47.20071,0.0 -0.914567628657063,-1.8316886932374856 0.3543733,-1.236514 -0.9478915,1.196369
2 0.484 201.3724 1.095936 24.62 24.71663 0.963704 0.5169156 -103.1352 0.07220618 -11.31276 0.1312488 -0.06677776 1 681004 MEDIUM 0.0,18.41622 -1.4971283140266123,0.09663345785878294 0.3484713,-0.3359625 -0.5683159,0.1101204
2 0.42 152.7566 1.095936 23.05 24.229 0.6429516 0.4392535 -16.82924 0.06717147 165.1359 -0.120834 -0.1519321 2 680515 MEDIUM 0.0,11.88712 -0.9298172879097912,1.1790029100744288 -0.5053414,0.05880084 -0.1986652,0.109767
2 0.287 149.9685 1.095936 25.01 24.2843 0.9358465 0.355591 77.5315 0.08789166 96.03096 0.041517 0.1571185 2 679484 MEDIUM 8.14403,0.0 -1.320451829178673,-0.7257043870259211 -0.2062287,0.09393561 -0.2177807,0.6686222
2 0.265 297.8516 1.100132 25.23 24.75688 3.34255 0.187133 41.76841 0.07556104 -11.61491 -0.1077752 0.4776377 1 683958 MEDIUM 72.39424,0.0 -0.47312484862110954,-2.8456106547163778 0.326578,-0.6574549 -1.155309,2.039112
2 0.252 149.6236 1.100132 24.99 24.23635 0.8819636 0.04537332 51.5244 0.03901169 44.62842 0.1107082 -0.05092871 2 683871 MEDIUM 0.0,4.531421 -1.9623471631053222,-0.753648251625608 0.5535682,-0.2829811 -0.1224182,0.156947
2 0.459 186.2087 1.104336 25.11 24.49293 1.10588 0.3733255 -131.4464 0.0959735 -155.9526 -0.2144237 -0.09535841 1 690004 MEDIUM 0.0,27.99483 -0.656248157236375,-0.6170727495714428 -0.7266514,0.2980122 -0.4203353,-0.004361313
2 0.183 268.5344 1.104336 24.37 23.3094 3.483937 0.2387002 97.39665 0.05919509 -109.9966 0.04057908 0.3963821 2 688053 MEDIUM 0.0,39.76902 -1.0605979738471885,-2.6060134593271704 0.2262769,-0.7144421 2.196204,-1.158325
4 0.474 214.783 1.104336 25.87 24.73051 1.390882 0.4812356 -41.11823 0.0581972 14.11756 -0.1011304 0.08305756 2 690115 MEDIUM 21.33604,19.19043,20.34613,0.0 -1.139489783281625,-1.996899998293102,-1.2478173723828705,-0.9412293302213958 -0.0719597,0.5241306,0.4972255,-0.6921226 -0.514857,-0.2278121,0.26305,0.4469325
2 0.729 171.3957 1.108549 24.43 23.06349 0.4582167 0.230958 70.49283 0.05785415 156.965 0.03779944 -0.0005934144 1 696366 MEDIUM 4.826947,0.0 -1.3665062455661583,-2.4791767241477176 -0.1899014,0.268279 0.02060715,0.01483496
4 0.927 225.4239 1.11277 24.93 23.81592 0.2930843 0.6259977 124.0061 0.06699861 -100.1009 -0.0847609 -0.04885794 1 701537 MEDIUM 0.0,1.546184,1.31966,21.58899 -1.1140836664383653,-1.7390351152125438,-1.7951538118637682,1.8891766700359738 -0.0952686,-0.2147436,-0.2333705,0.03792845 -0.2375848,-0.09911742,-0.003414182,0.02348413
2 0.252 147.5707 1.11277 25.13 23.29291 0.880053 0.1489299 101.6895 0.04095922 -172.3559 0.001717364 0.07694817 1 697599 MEDIUM 2.812263,0.0 -1.8370943468082537,-1.993154133065154 -0.03922203,-0.01208337 -0.364965,0.5146694
4 0.683 248.8857 1.11277 24.32 23.76162 1.312034 0.5525127 65.9809 0.09218425 56.44239 -0.07193001 -0.1693137 2 700809 MEDIUM 0.0,57.78717,59.18884,55.18913 -0.5583796111829687,-0.6444069656046323,-0.47773076981377727,-1.5139717493363627 -0.3803489,0.4015426,-0.2197488,0.2402012 -0.7687471,0.02594858,0.3090895,0.3872596
4 0.908 239.3316 1.11277 25.4 24.22623 0.4807802 0.2946829 166.0188 0.09170916 -166.6161 0.02039998 -0.03220277 5 701513 MEDIUM 6.449182,0.0,14.37086,6.841797 -1.98647871065414,-1.173770081825161,-0.43315948314761205,-1.8377287518364647 -0.2112784,0.2678354,-0.02158648,-0.1007365 -0.1216638,-0.08166771,0.1653303,-0.2063256
4 0.3 250.0345 1.117 25.75 23.9665 2.541355 0.2088317 -42.87834 0.06795561 -173.7782 -0.03750581 -0.0149957 2 702548 MEDIUM 4.082992,0.0,11.05992,7.802565 -2.0761205548930253,-1.7834959556078436,-1.5498513159356573,-1.9008384739985846 1.106602,-1.28854,0.5370897,-0.2670869 -0.559079,0.2904976,0.9553393,-1.101706
2 0.839 239.3316 1.121238 23.46 22.94895 0.628353 0.2022576 -26.49356 0.04252565 59.79075 -0.09799788 0.09152249 2 710405 MEDIUM 36.71293,0.0 -0.5110522468612626,-1.2202449913259314 0.1249841,-0.3331191 -0.1370659,0.2930142
4 0.592 218.273 1.121238 26.32 24.42323 0.9719353 0.3510237 -157.197 0.03102432 -17.53214 -0.0262839 0.1105658 3 709270 MEDIUM 19.16725,0.7502411,1.344887,0.0 -0.25962299951942414,-2.1028065224980406,-2.344999404185955,-1.8967726835166663 0.1086118,-0.5343286,-0.2345216,0.3023692 -0.3575656,0.3061411,0.5517846,0.5253676
2 0.719 314.7748 1.121238 25.22 24.55738 1.783323 0.4098518 -151.9915 0.05319369 63.90558 -0.3585623 -0.2520384 5 709980 MEDIUM 0.0,203.2084 -0.6626179580362894,-1.0169344626444623 -1.06718,0.344704 -0.8169274,0.2724874
2 0.727 142.2329 1.121238 25.85 24.5789 0.3189868 0.2116738 54.12569 0.03458025 -89.19841 -0.02991861 -0.02520418 5 710015 MEDIUM 0.0,3.634381 -1.271101404049059,-1.3824859047718645 -0.1283495,0.1175259 -0.1634914,0.03972741
2 0.508 194.536 1.125485 24.0 23.32983 1.111719 0.3992433 147.2636 0.03840588 -39.29018 0.1941977 -0.1665145 1 713307 MEDIUM 0.0,34.30794 -0.6701724221666804,-1.120638908743252 0.6521114,-0.1772593 -0.5087354,0.2315781
2 0.419 164.059 1.125485 24.63 24.41728 0.8154921 0.3451321 -18.65153 0.05208436 -71.79866 0.02111498 -0.1335748 1 712578 MEDIUM 0.0,10.60834 -1.1696944318162779,-0.21271691323680772 0.2813073,0.0332822 -0.5067133,0.2701463
2 0.396 189.6706 1.12974 22.21 22.52852 1.150936 0.1588588 40.13698 0.03939296 -129.9946 -0.3040725 0.05920962 2 716972 MEDIUM 28.42297,0.0 0.3185215037995087,-1.141691524105885 0.2558534,-0.8935844 -0.08390533,-0.02520317
2 0.124 129.1219 1.12974 24.98 22.85121 0.7822812 0.07840271 -67.43272 0.02216555 -103.1138 0.02472257 -0.03018748 2 715443 MEDIUM 0.0,0.6033892 -2.1287891710345455,-2.255669352737459 0.1860318,-0.325892 -0.4177204,0.1738013
2 0.621 150.3142 1.12974 23.23 22.81032 0.4707309 0.2952569 -4.253093 0.02624879 130.4624 -0.05297609 0.06514022 5 718704 MEDIUM 7.651908,0.0 -0.419684698549127,-1.106570939568392 0.05589143,-0.26674 -0.1423412,0.2004366
4 0.352 132.1296 1.134004 24.87 23.36278 0.5508141 0.3067276 -91.3934 0.1044028 105.365 0.09959925 0.006790896 2 721246 MEDIUM 0.0,3.721552,0.3058576,0.2142446 -1.507217692795407,0.3420171316730136,-2.0992042423238955,-1.9351736210383312 0.2845753,-0.1717841,0.3453911,0.2392749 -0.270506,-0.01115022,0.07132986,0.2784421
2 0.436 283.1392 1.134004 25.53 24.61606 2.38387 0.2065927 -69.37928 0.04488216 -121.4889 0.2393899 -0.2671229 3 721913 MEDIUM 0.0,82.20846 -1.3499262540243298,-0.9139370877563715 0.7493509,-0.7185286 -1.402855,0.4754862
2 0.632 135.5189 1.134004 26.1 24.75466 0.353635 0.2391066 61.85157 0.03338704 -75.37739 -0.005865023 0.02510552 4 723359 MEDIUM 2.184107,0.0 -1.3453449103349835,-1.4783041388646283 0.1191966,0.01595786 -0.1121009,0.226129
2 0.34 234.9633 1.138276 24.3 24.12004 1.755333 0.4770327 -123.9114 0.08989004 -177.9172 -0.03244831 -0.3327238 2 725944 MEDIUM 0.0,44.4665 -0.9381812035487851,-0.1799561807242499 -0.6465573,-0.2418423 -1.155262,0.5527777
2 0.346 126.4736 1.138276 25.64 24.71468 0.5174839 0.1481111 -149.3553 0.05671609 -9.860111 0.009137923 0.05150878 2 725986 MEDIUM 1.910479,0.0 -0.9253200769548273,-2.043018355543971 0.0009391134,0.2075711 -0.2198281,0.2546113
2 0.873 97.27472 1.138276 24.72 24.64802 0.097408 0.3176467 -110.907 0.03520784 153.6222 0.001556877 0.02743395 5 729210 MEDIUM 1.317118,0.0 -0.07197797683080885,-0.8682118230417237 0.001688899,0.007170196 -0.02191627,0.07533738
2 0.669 326.5878 1.138276 24.82 24.73912 2.030305 0.1940737 -36.50697 0.03287407 51.89109 0.3721205 0.2408907 5 728410 MEDIUM 190.1309,0.0 -0.08087893871647531,-1.404692926724811 -0.4478453,1.274194 -0.3392515,0.7362561
2 0.548 140.2814 1.142557 25.54 24.71601 0.5147883 0.4465444 -153.6092 0.0231072 110.9746 0.08396969 0.05008173 2 732318 MEDIUM 6.882898,0.0 -1.8736278714885837,-0.8239873633694852 -0.1219772,0.3080987 -0.1079102,0.1750063
4 0.63 152.4053 1.142557 25.92 23.70129 0.4261758 0.487423 -98.35308 0.05968112 29.77291 -0.1040163 0.03109313 3 732910 MEDIUM 0.0,8.446684,0.07832956,0.08168794 -2.2187093215460134,0.8857358815752624,-3.4863480784305114,-3.660712177743306 -0.3238825,0.1006356,-0.2759469,-0.3011222 -0.06191842,-0.02436631,0.154295,0.105689
2 0.788 206.538 1.146846 24.33 24.01077 0.5607307 0.1144567 46.9875 0.09138924 159.387 0.05960197 0.09326301 1 738350 MEDIUM 20.69451,0.0 -0.3192267513008648,-1.5992295852860479 -0.08188423,0.2825826 -0.1576227,0.2685026
2 0.798 187.9317 1.146846 24.7 23.24719 0.5013141 0.1673586 57.36588 0.08124003 124.6127 0.02939445 -0.04495942 2 738393 MEDIUM 0.0,9.510458 -1.4528118769431981,-1.5256602865591031 0.1405642,-0.1403483 -0.2803995,0.1348161
2 0.404 228.0342 1.146846 24.85 23.90497 1.855387 0.2523734 139.8315 0.1302276 -107.2597 -0.07148929 -0.2749576 2 735873 MEDIUM 0.0,43.51554 -1.0901043192889577,-0.9450339732782369 -0.1971588,0.2844615 -1.255326,0.5364616
2 0.67 81.28305 1.151144 24.73 24.79322 0.1323302 0.3690913 11.75754 0.07066478 -11.08085 -0.03018794 -0.01922759 2 742524 MEDIUM 0.0,1.041648 -0.686692687702698,0.06322326265830269 -0.1007727,0.01885612 -0.03411983,0.02245081
4 0.59 373.2502 1.151144 25.41 23.96356 2.971404 0.4392025 113.1151 0.0333931 149.6506 0.3144316 0.2025433 2 741996 MEDIUM 12.47761,190.2627,26.52089,0.0 -1.5808951784732872,0.09319753499111735,-1.6173951340227057,-1.4464444640333634 1.717198,-0.9196667,1.647144,0.2379611 -0.7338583,-0.4893703,0.6739248,1.843174
4 0.779 173.3804 1.151144 24.65 23.07858 0.4400619 0.234489 -98.71309 0.04860939 44.20448 -0.009314756 0.0190473 5 743027 MEDIUM 3.890478,2.068071,0.0,1.956847 -1.1809098617448774,-2.358018947576862,-1.5714203224049674,-2.481879055652549 0.15556,-0.2174526,0.03525864,-0.1724997 -0.09930175,-0.01754502,0.2446612,-0.1432704
2 0.655 100.2305 1.155451 24.14 23.11345 0.2127896 0.2050689 62.14135 0.03964155 68.47888 0.02091356 0.02581414 2 747135 MEDIUM 1.427064,0.0 -1.4215206116490715,-1.0265521480367155 -0.05856544,0.07793831 -0.0431002,0.1201363
2 0.636 320.6269 1.155451 25.09 24.73103 2.280699 0.4011665 -173.0156 0.04225673 -43.2638 0.6324865 0.1087498 2 747018 MEDIUM 269.7369,0.0 -0.35896704315014855,-0.6975363909448461 -0.4837561,1.780846 -0.1354807,0.1350128
4 0.574 291.0717 1.155451 25.7 22.92713 1.640839 0.6124211 -97.86727 0.03587297 29.43312 0.7254393 -0.1531341 2 746580 MEDIUM 0.03877573,0.1930391,0.0,178.108 -2.893771868457974,-3.4597667544625876,-2.7728668435036012,3.387374232833716 1.442492,1.540947,1.570916,-0.0676163 -0.5686168,-0.2532881,0.09872733,0.01176211
4 0.867 311.1716 1.155451 25.86 24.71974 0.9169933 0.520812 123.5456 0.06695572 -4.758475 -0.1239238 -0.07842393 2 747984 MEDIUM 13.86199,0.0,72.58543,12.55301 -1.8360754052062445,-1.1402558484433043,0.4320991303921191,-1.9626453450004642 -0.3734327,-0.6448905,0.2462815,-0.0819021 -0.4499848,0.1522315,0.1765812,-0.5715923
2 0.338 223.3572 1.155451 24.01 24.55605 1.876302 0.3355384 -139.7458 0.02437134 136.9217 0.5774608 0.319048 5 744689 MEDIUM 0.0,75.65727 -0.7164701014849385,0.5460486377212761 1.369233,-0.2657005 0.8008826,-0.119715
2 0.764 292.4152 1.159766 24.81 23.71118 1.318406 0.1936134 -179.4886 0.03964255 -70.1043 0.08909162 -0.1358848 1 752356 MEDIUM 0.0,64.50894 -1.5777295690623951,-1.0988204032877469 0.5576017,-0.1859493 -0.6255249,0.4632015
2 0.742 153.8155 1.159766 25.27 24.48 0.3903268 0.2564607 120.6254 0.06271849 -158.5172 0.06169083 -0.009273923 1 752250 MEDIUM 0.0,6.628407 -1.3872654329341754,-0.7900040128560443 0.2546769,-0.1324417 -0.05462284,-0.004681191
4 0.64 138.9953 1.159766 26.55 24.3123 0.3596521 0.2784309 -56.33487 0.06190958 136.0633 -0.04707701 -0.03679471 4 751704 MEDIUM 0.03243873,0.0,4.057809,0.08113049 -2.445359040805828,-2.2376982115680786,0.05189173637481639,-2.8636685146494827 -0.07503476,-0.244851,0.09826461,-0.1824325 -0.2276549,-0.005887914,0.07482973,-0.1500231
2 0.4 103.2761 1.159766 23.98 23.49577 0.3616088 0.2802232 -179.0366 0.07941142 65.87222 0.08508755 0.0153885 5 749845 MEDIUM 2.447902,0.0 -0.48422829201184137,-0.9551214433407756 -0.09419668,0.2544215 -0.01462327,0.08142997
2 0.653 149.6236 1.16409 24.91 23.69962 0.4735321 0.02319076 19.55066 0.03615893 102.4921 0.02225378 -0.06151942 1 756621 MEDIUM 0.0,5.977163 -1.4462370077509417,-1.2103825218864093 0.09400369,-0.06172356 -0.2898971,0.157296
2 0.394 138.3566 1.16409 25.06 23.30611 0.6266497 0.2107471 -138.1627 0.03767656 -65.61847 0.002048538 0.04655953 2 754645 MEDIUM 2.440731,0.0 -1.7538923332158625,-1.7917005793447394 0.09019152,0.08943726 -0.2634503,0.3631989
2 0.084 175.7924 1.168423 25.36 24.68461 1.437401 0.200997 -156.105 0.04264201 12.71702 0.09548888 -0.1130661 1 757795 MEDIUM 0.0,2.88893 -1.6882268091366681,-0.6753934245600414 0.9304217,-0.2995379 -0.2170182,0.5268372
2 0.417 141.2538 1.168423 22.5 22.97642 0.6389074 0.3428672 -149.619 0.06394863 162.8067 0.1343936 -0.09158291 2 759570 MEDIUM 0.0,9.125639 -0.9703516219668068,0.47641520162526624 0.4812853,-0.1020384 -0.1570566,0.1035891
